superterm_name	superterm_acc	superterm_type	id	term_id	gene_product_id	is_not	role_group	assocdate	source_db_id	gp_symbol	gp_full_name	gp_dbname	gp_acc	genus	species	ncbi_taxa_id	common_name
beta-amyloid metabolic process	GO:0050435	biological_process	1508503	27630	301228	0		20090716	307	IDE	IDE	UniProtKB	P14735	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	1508504	27630	301228	0		20120612	307	IDE	IDE	UniProtKB	P14735	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	208680817	27630	301228	0		20160507	68	IDE	IDE	UniProtKB	P14735	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	208680818	27630	301228	0		20090716	307	IDE	IDE	UniProtKB	P14735	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	208680819	27630	301228	0		20120612	307	IDE	IDE	UniProtKB	P14735	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	256444216	27630	301228	0		20090716	307	IDE	IDE	UniProtKB	P14735	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	256444217	27630	301228	0		20120612	307	IDE	IDE	UniProtKB	P14735	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	1553842	40058	302906	0		20140926	307	TMED10	TMED10	UniProtKB	P49755	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	208939811	40058	302906	0		20140926	307	TMED10	TMED10	UniProtKB	P49755	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	256493742	40058	302906	0		20140926	307	TMED10	TMED10	UniProtKB	P49755	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	1554113	18150	302916	0		20160507	68	PSEN1	PSEN1	UniProtKB	P49768	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	208940214	18150	302916	0		20160507	68	PSEN1	PSEN1	UniProtKB	P49768	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	208940248	27630	302916	0		20160507	68	PSEN1	PSEN1	UniProtKB	P49768	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	1554425	27630	302928	0		20100623	93	PSEN2	PSEN2	UniProtKB	P49810	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	208940684	27630	302928	0		20100623	93	PSEN2	PSEN2	UniProtKB	P49810	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	256494107	27630	302928	0		20100623	93	PSEN2	PSEN2	UniProtKB	P49810	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	1561855	40471	303236	0		20140714	307	HAP1	HAP1	UniProtKB	P54257	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	1561855	40471	303236	0		20140714	307	HAP1	HAP1	UniProtKB	P54257	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	208977301	40471	303236	0		20140714	307	HAP1	HAP1	UniProtKB	P54257	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	208977301	40471	303236	0		20140714	307	HAP1	HAP1	UniProtKB	P54257	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	256502552	40471	303236	0		20140714	307	HAP1	HAP1	UniProtKB	P54257	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	256502552	40471	303236	0		20140714	307	HAP1	HAP1	UniProtKB	P54257	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	1565615	27630	303406	0		20040525	307	BACE1	BACE1	UniProtKB	P56817	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	208997401	27630	303406	0		20160507	68	BACE1	BACE1	UniProtKB	P56817	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	208997402	27630	303406	0		20040525	307	BACE1	BACE1	UniProtKB	P56817	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	256506599	27630	303406	0		20040525	307	BACE1	BACE1	UniProtKB	P56817	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	1595787	40059	304781	0		20140508	5	PICALM	PICALM	UniProtKB	Q13492	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	1595787	40059	304781	0		20140508	5	PICALM	PICALM	UniProtKB	Q13492	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	210659885	40059	304781	0		20140508	5	PICALM	PICALM	UniProtKB	Q13492	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	210659885	40059	304781	0		20140508	5	PICALM	PICALM	UniProtKB	Q13492	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	256582642	40059	304781	0		20140508	5	PICALM	PICALM	UniProtKB	Q13492	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	256582642	40059	304781	0		20140508	5	PICALM	PICALM	UniProtKB	Q13492	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	1601213	27630	305028	0		20160507	68	BECN1	BECN1	UniProtKB	Q14457	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	210712774	27630	305028	0		20160507	68	BECN1	BECN1	UniProtKB	Q14457	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	1638034	40059	309531	0		20130327	163	LRRTM3	LRRTM3	UniProtKB	Q86VH5	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	1638034	40059	309531	0		20130327	163	LRRTM3	LRRTM3	UniProtKB	Q86VH5	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	219244926	40059	309531	0		20160507	68	LRRTM3	LRRTM3	UniProtKB	Q86VH5	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	219244926	40059	309531	0		20160507	68	LRRTM3	LRRTM3	UniProtKB	Q86VH5	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	219244927	40059	309531	0		20130327	163	LRRTM3	LRRTM3	UniProtKB	Q86VH5	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	219244927	40059	309531	0		20130327	163	LRRTM3	LRRTM3	UniProtKB	Q86VH5	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	256876430	40059	309531	0		20130327	163	LRRTM3	LRRTM3	UniProtKB	Q86VH5	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	256876430	40059	309531	0		20130327	163	LRRTM3	LRRTM3	UniProtKB	Q86VH5	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	1644337	40471	310178	0		20140515	5	ABCA7	ABCA7	UniProtKB	Q8IZY2	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	1644337	40471	310178	0		20140515	5	ABCA7	ABCA7	UniProtKB	Q8IZY2	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	219821468	40471	310178	0		20160507	68	ABCA7	ABCA7	UniProtKB	Q8IZY2	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	219821468	40471	310178	0		20160507	68	ABCA7	ABCA7	UniProtKB	Q8IZY2	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	219821469	40471	310178	0		20140515	5	ABCA7	ABCA7	UniProtKB	Q8IZY2	Homo	sapiens	9606	human
beta-amyloid metabolic process	GO:0050435	biological_process	219821469	40471	310178	0		20140515	5	ABCA7	ABCA7	UniProtKB	Q8IZY2	Homo	sapiens	9606	human
